X,CH1,Start,Increment,
Sequence,Volt,-3.500000e-08,5.000000e-11,
0,2.625000e+00,
1,2.625000e+00,
2,2.625000e+00,
3,2.625000e+00,
4,2.593750e+00,
5,2.593750e+00,
6,2.593750e+00,
7,2.593750e+00,
8,2.593750e+00,
9,2.593750e+00,
10,2.593750e+00,
11,2.593750e+00,
12,2.593750e+00,
13,2.593750e+00,
14,2.593750e+00,
15,2.593750e+00,
16,2.593750e+00,
17,2.593750e+00,
18,2.593750e+00,
19,2.593750e+00,
20,2.625000e+00,
21,2.625000e+00,
22,2.625000e+00,
23,2.625000e+00,
24,2.625000e+00,
25,2.625000e+00,
26,2.625000e+00,
27,2.625000e+00,
28,2.625000e+00,
29,2.625000e+00,
30,2.625000e+00,
31,2.625000e+00,
32,2.625000e+00,
33,2.625000e+00,
34,2.625000e+00,
35,2.625000e+00,
36,2.625000e+00,
37,2.625000e+00,
38,2.625000e+00,
39,2.625000e+00,
40,2.625000e+00,
41,2.625000e+00,
42,2.625000e+00,
43,2.625000e+00,
44,2.625000e+00,
45,2.625000e+00,
46,2.625000e+00,
47,2.625000e+00,
48,2.625000e+00,
49,2.625000e+00,
50,2.625000e+00,
51,2.625000e+00,
52,2.625000e+00,
53,2.625000e+00,
54,2.625000e+00,
55,2.625000e+00,
56,2.625000e+00,
57,2.625000e+00,
58,2.625000e+00,
59,2.625000e+00,
60,2.625000e+00,
61,2.625000e+00,
62,2.625000e+00,
63,2.625000e+00,
64,2.593750e+00,
65,2.593750e+00,
66,2.625000e+00,
67,2.625000e+00,
68,2.593750e+00,
69,2.593750e+00,
70,2.593750e+00,
71,2.593750e+00,
72,2.593750e+00,
73,2.593750e+00,
74,2.593750e+00,
75,2.593750e+00,
76,2.593750e+00,
77,2.593750e+00,
78,2.593750e+00,
79,2.593750e+00,
80,2.593750e+00,
81,2.593750e+00,
82,2.593750e+00,
83,2.593750e+00,
84,2.531250e+00,
85,2.531250e+00,
86,2.562500e+00,
87,2.562500e+00,
88,2.468750e+00,
89,2.468750e+00,
90,2.500000e+00,
91,2.500000e+00,
92,2.187500e+00,
93,2.187500e+00,
94,2.343750e+00,
95,2.343750e+00,
96,1.687500e+00,
97,1.687500e+00,
98,1.968750e+00,
99,1.968750e+00,
100,9.375000e-01,
101,9.375000e-01,
102,1.343750e+00,
103,1.343750e+00,
104,2.500000e-01,
105,2.500000e-01,
106,5.312500e-01,
107,5.312500e-01,
108,-2.187500e-01,
109,-2.187500e-01,
110,-3.125000e-02,
111,-3.125000e-02,
112,-3.437500e-01,
113,-3.437500e-01,
114,-3.125000e-01,
115,-3.125000e-01,
116,-2.187500e-01,
117,-2.187500e-01,
118,-2.812500e-01,
119,-2.812500e-01,
120,-6.250000e-02,
121,-6.250000e-02,
122,-1.562500e-01,
123,-1.562500e-01,
124,6.250000e-02,
125,6.250000e-02,
126,0.000000e+00,
127,0.000000e+00,
128,9.375000e-02,
129,9.375000e-02,
130,9.375000e-02,
131,9.375000e-02,
132,6.250000e-02,
133,6.250000e-02,
134,9.375000e-02,
135,9.375000e-02,
136,0.000000e+00,
137,0.000000e+00,
138,3.125000e-02,
139,3.125000e-02,
140,-3.125000e-02,
141,-3.125000e-02,
142,0.000000e+00,
143,0.000000e+00,
144,-3.125000e-02,
145,-3.125000e-02,
146,-3.125000e-02,
147,-3.125000e-02,
148,-3.125000e-02,
149,-3.125000e-02,
150,-3.125000e-02,
151,-3.125000e-02,
152,-6.250000e-02,
153,-6.250000e-02,
154,-6.250000e-02,
155,-6.250000e-02,
156,-6.250000e-02,
